claim_id,question,family,subject,measures,text,clause,citation,quoted_value,source_task,verdict_source,inherited_verdict,gate_evidence,gate_lint,gate_identification,gate_consistency,status,blocked_by,reason,audience,action,falsifier,depends_on,notes
skillgap-sap-google-snowflake,tech_stack,skill_gap,google|snowflake:SAP,"difference in share of skilled postings, stratified by job function","Google asks for SAP in a larger share of its skilled postings than Snowflake does, by 0.0308 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=SAP,company_a=google,company_b=snowflake",0.0308,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=SAP,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-mongodb-google-snowflake,tech_stack,skill_gap,google|snowflake:MongoDB,"difference in share of skilled postings, stratified by job function","Google asks for MongoDB in a larger share of its skilled postings than Snowflake does, by 0.0293 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=MongoDB,company_a=google,company_b=snowflake",0.0293,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=MongoDB,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-c-sharp-google-snowflake,tech_stack,skill_gap,google|snowflake:C#,"difference in share of skilled postings, stratified by job function","Google asks for C# in a larger share of its skilled postings than Snowflake does, by 0.0217 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=C#,company_a=google,company_b=snowflake",0.0217,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=C#,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-oracle-google-snowflake,tech_stack,skill_gap,google|snowflake:Oracle,"difference in share of skilled postings, stratified by job function","Google asks for Oracle in a larger share of its skilled postings than Snowflake does, by 0.0231 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Oracle,company_a=google,company_b=snowflake",0.0231,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Oracle,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-perl-google-snowflake,tech_stack,skill_gap,google|snowflake:Perl,"difference in share of skilled postings, stratified by job function","Google asks for Perl in a larger share of its skilled postings than Snowflake does, by 0.0202 pooled, holding in 1 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Perl,company_a=google,company_b=snowflake",0.0202,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Perl,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-terraform-google-snowflake,tech_stack,skill_gap,google|snowflake:Terraform,"difference in share of skilled postings, stratified by job function","Snowflake asks for Terraform in a larger share of its skilled postings than Google does, by 0.0256 pooled, holding in 1 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Terraform,company_a=google,company_b=snowflake",-0.0256,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Terraform,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-jira-google-snowflake,tech_stack,skill_gap,google|snowflake:Jira,"difference in share of skilled postings, stratified by job function","Snowflake asks for Jira in a larger share of its skilled postings than Google does, by 0.0288 pooled, holding in 1 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Jira,company_a=google,company_b=snowflake",-0.0288,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Jira,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-jenkins-google-snowflake,tech_stack,skill_gap,google|snowflake:Jenkins,"difference in share of skilled postings, stratified by job function","Snowflake asks for Jenkins in a larger share of its skilled postings than Google does, by 0.0296 pooled, holding in 1 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Jenkins,company_a=google,company_b=snowflake",-0.0296,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Jenkins,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-cassandra-google-snowflake,tech_stack,skill_gap,google|snowflake:Cassandra,"difference in share of skilled postings, stratified by job function","Snowflake asks for Cassandra in a larger share of its skilled postings than Google does, by 0.0298 pooled, holding in 1 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Cassandra,company_a=google,company_b=snowflake",-0.0298,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Cassandra,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-git-google-snowflake,tech_stack,skill_gap,google|snowflake:Git,"difference in share of skilled postings, stratified by job function","Snowflake asks for Git in a larger share of its skilled postings than Google does, by 0.0354 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Git,company_a=google,company_b=snowflake",-0.0354,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Git,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-node-dot-js-google-snowflake,tech_stack,skill_gap,google|snowflake:Node.js,"difference in share of skilled postings, stratified by job function","Snowflake asks for Node.js in a larger share of its skilled postings than Google does, by 0.0420 pooled, holding in 1 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Node.js,company_a=google,company_b=snowflake",-0.042,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Node.js,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-redshift-google-snowflake,tech_stack,skill_gap,google|snowflake:Redshift,"difference in share of skilled postings, stratified by job function","Snowflake asks for Redshift in a larger share of its skilled postings than Google does, by 0.0413 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Redshift,company_a=google,company_b=snowflake",-0.0413,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Redshift,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-numpy-google-snowflake,tech_stack,skill_gap,google|snowflake:NumPy,"difference in share of skilled postings, stratified by job function","Snowflake asks for NumPy in a larger share of its skilled postings than Google does, by 0.0485 pooled, holding in 4 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=NumPy,company_a=google,company_b=snowflake",-0.0485,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=NumPy,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-vmware-google-snowflake,tech_stack,skill_gap,google|snowflake:VMware,"difference in share of skilled postings, stratified by job function","Snowflake asks for VMware in a larger share of its skilled postings than Google does, by 0.0536 pooled, holding in 1 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=VMware,company_a=google,company_b=snowflake",-0.0536,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=VMware,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-react-google-snowflake,tech_stack,skill_gap,google|snowflake:React,"difference in share of skilled postings, stratified by job function","Snowflake asks for React in a larger share of its skilled postings than Google does, by 0.0566 pooled, holding in 1 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=React,company_a=google,company_b=snowflake",-0.0566,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=React,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-kafka-google-snowflake,tech_stack,skill_gap,google|snowflake:Kafka,"difference in share of skilled postings, stratified by job function","Snowflake asks for Kafka in a larger share of its skilled postings than Google does, by 0.0640 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Kafka,company_a=google,company_b=snowflake",-0.064,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Kafka,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-kubernetes-google-snowflake,tech_stack,skill_gap,google|snowflake:Kubernetes,"difference in share of skilled postings, stratified by job function","Snowflake asks for Kubernetes in a larger share of its skilled postings than Google does, by 0.0879 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Kubernetes,company_a=google,company_b=snowflake",-0.0879,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Kubernetes,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-pandas-google-snowflake,tech_stack,skill_gap,google|snowflake:pandas,"difference in share of skilled postings, stratified by job function","Snowflake asks for pandas in a larger share of its skilled postings than Google does, by 0.0916 pooled, holding in 5 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=pandas,company_a=google,company_b=snowflake",-0.0916,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=pandas,company_a=google,company_b=snowflake",confirmed,True,True,True,True,published,,confirmed -> published,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-typescript-google-snowflake,tech_stack,skill_gap,google|snowflake:TypeScript,"difference in share of skilled postings, stratified by job function","Snowflake asks for TypeScript in a larger share of its skilled postings than Google does, by 0.0908 pooled, holding in 1 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=TypeScript,company_a=google,company_b=snowflake",-0.0908,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=TypeScript,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-docker-google-snowflake,tech_stack,skill_gap,google|snowflake:Docker,"difference in share of skilled postings, stratified by job function","Snowflake asks for Docker in a larger share of its skilled postings than Google does, by 0.0952 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Docker,company_a=google,company_b=snowflake",-0.0952,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Docker,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-scikit-learn-google-snowflake,tech_stack,skill_gap,google|snowflake:scikit-learn,"difference in share of skilled postings, stratified by job function","Snowflake asks for scikit-learn in a larger share of its skilled postings than Google does, by 0.0994 pooled, holding in 3 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=scikit-learn,company_a=google,company_b=snowflake",-0.0994,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=scikit-learn,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-airflow-google-snowflake,tech_stack,skill_gap,google|snowflake:Airflow,"difference in share of skilled postings, stratified by job function","Snowflake asks for Airflow in a larger share of its skilled postings than Google does, by 0.1051 pooled, holding in 4 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Airflow,company_a=google,company_b=snowflake",-0.1051,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Airflow,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-windows-google-snowflake,tech_stack,skill_gap,google|snowflake:Windows,"difference in share of skilled postings, stratified by job function","Snowflake asks for Windows in a larger share of its skilled postings than Google does, by 0.1176 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Windows,company_a=google,company_b=snowflake",-0.1176,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Windows,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-gcp-google-snowflake,tech_stack,skill_gap,google|snowflake:GCP,"difference in share of skilled postings, stratified by job function","Snowflake asks for GCP in a larger share of its skilled postings than Google does, by 0.1338 pooled, holding in 4 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=GCP,company_a=google,company_b=snowflake",-0.1338,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=GCP,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-spark-google-snowflake,tech_stack,skill_gap,google|snowflake:Spark,"difference in share of skilled postings, stratified by job function","Snowflake asks for Spark in a larger share of its skilled postings than Google does, by 0.1420 pooled, holding in 4 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Spark,company_a=google,company_b=snowflake",-0.142,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Spark,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-sql-google-snowflake,tech_stack,skill_gap,google|snowflake:SQL,"difference in share of skilled postings, stratified by job function","Snowflake asks for SQL in a larger share of its skilled postings than Google does, by 0.1965 pooled, holding in 5 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=SQL,company_a=google,company_b=snowflake",-0.1965,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=SQL,company_a=google,company_b=snowflake",confirmed,True,True,True,True,published,,confirmed -> published,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-java-google-snowflake,tech_stack,skill_gap,google|snowflake:Java,"difference in share of skilled postings, stratified by job function","Snowflake asks for Java in a larger share of its skilled postings than Google does, by 0.2390 pooled, holding in 2 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Java,company_a=google,company_b=snowflake",-0.239,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Java,company_a=google,company_b=snowflake",mixed,True,True,False,True,refused,identification,mixed -> refused,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-azure-google-snowflake,tech_stack,skill_gap,google|snowflake:Azure,"difference in share of skilled postings, stratified by job function","Snowflake asks for Azure in a larger share of its skilled postings than Google does, by 0.2923 pooled, holding in 5 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Azure,company_a=google,company_b=snowflake",-0.2923,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Azure,company_a=google,company_b=snowflake",confirmed,True,True,True,True,published,,confirmed -> published,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-aws-google-snowflake,tech_stack,skill_gap,google|snowflake:AWS,"difference in share of skilled postings, stratified by job function","Snowflake asks for AWS in a larger share of its skilled postings than Google does, by 0.2968 pooled, holding in 5 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=AWS,company_a=google,company_b=snowflake",-0.2968,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=AWS,company_a=google,company_b=snowflake",confirmed,True,True,True,True,published,,confirmed -> published,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
skillgap-excel-google-snowflake,tech_stack,skill_gap,google|snowflake:Excel,"difference in share of skilled postings, stratified by job function","Snowflake asks for Excel in a larger share of its skilled postings than Google does, by 0.3270 pooled, holding in 5 of 5 job functions","share of skilled postings within matched job functions; a stack difference, not a capability difference","task-06-tables/skill-stratified-verdicts.csv#pooled_diff@skill=Excel,company_a=google,company_b=snowflake",-0.327,06,"skill_gap:task-06-tables/skill-stratified-verdicts.csv#verdict@skill=Excel,company_a=google,company_b=snowflake",confirmed,True,True,True,True,published,,confirmed -> published,product,read as a stack signal when scoping integrations and competitive positioning,one job function reversing the sign at equal support,,
distinct-swift,tech_stack,distinctiveness,google:Swift,share of skilled postings against the other five companies pooled,"Google asks for Swift in 0.5% of its skilled postings against 0.0% across the other five, a difference of 0.0051",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Swift,0.0051,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Swift,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-flutter,tech_stack,distinctiveness,google:Flutter,share of skilled postings against the other five companies pooled,"Google asks for Flutter in 0.2% of its skilled postings against 0.0% across the other five, a difference of 0.0017","Benjamini-Hochberg controlled across the whole skill vocabulary; this is the company's own product, so the mention is self-referential",task-06-tables/skill-distinctiveness-google.csv#diff@skill=Flutter,0.0017,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Flutter,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,self-referential
distinct-dart,tech_stack,distinctiveness,google:Dart,share of skilled postings against the other five companies pooled,"Google asks for Dart in 0.2% of its skilled postings against 0.0% across the other five, a difference of 0.0017","Benjamini-Hochberg controlled across the whole skill vocabulary; this is the company's own product, so the mention is self-referential",task-06-tables/skill-distinctiveness-google.csv#diff@skill=Dart,0.0017,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Dart,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,self-referential
distinct-cognos,tech_stack,distinctiveness,google:Cognos,share of skilled postings against the other five companies pooled,"Google asks for Cognos in 0.7% of its skilled postings against 0.0% across the other five, a difference of 0.0064",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Cognos,0.0064,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Cognos,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-firebase,tech_stack,distinctiveness,google:Firebase,share of skilled postings against the other five companies pooled,"Google asks for Firebase in 0.2% of its skilled postings against 0.0% across the other five, a difference of 0.0017","Benjamini-Hochberg controlled across the whole skill vocabulary; this is the company's own product, so the mention is self-referential",task-06-tables/skill-distinctiveness-google.csv#diff@skill=Firebase,0.0017,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Firebase,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,self-referential
distinct-macos,tech_stack,distinctiveness,google:macOS,share of skilled postings against the other five companies pooled,"Google asks for macOS in 0.7% of its skilled postings against 0.0% across the other five, a difference of 0.0064",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=macOS,0.0064,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=macOS,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-microsoft-access,tech_stack,distinctiveness,google:Microsoft Access,share of skilled postings against the other five companies pooled,"Google asks for Microsoft Access in 0.2% of its skilled postings against 0.0% across the other five, a difference of 0.0017",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Microsoft Access,0.0017,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Microsoft Access,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-mxnet,tech_stack,distinctiveness,google:MXNet,share of skilled postings against the other five companies pooled,"Google asks for MXNet in 0.5% of its skilled postings against 0.0% across the other five, a difference of 0.0047",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=MXNet,0.0047,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=MXNet,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-bigquery,tech_stack,distinctiveness,google:BigQuery,share of skilled postings against the other five companies pooled,"Google asks for BigQuery in 10.5% of its skilled postings against 1.4% across the other five, a difference of 0.0908","Benjamini-Hochberg controlled across the whole skill vocabulary; this is the company's own product, so the mention is self-referential",task-06-tables/skill-distinctiveness-google.csv#diff@skill=BigQuery,0.0908,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=BigQuery,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,self-referential
distinct-rust,tech_stack,distinctiveness,google:Rust,share of skilled postings against the other five companies pooled,"Google asks for Rust in 0.7% of its skilled postings against 0.1% across the other five, a difference of 0.0059",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Rust,0.0059,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Rust,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-objective-c,tech_stack,distinctiveness,google:Objective-C,share of skilled postings against the other five companies pooled,"Google asks for Objective-C in 0.7% of its skilled postings against 0.1% across the other five, a difference of 0.0059",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Objective-C,0.0059,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Objective-C,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-plotly,tech_stack,distinctiveness,google:Plotly,share of skilled postings against the other five companies pooled,"Google asks for Plotly in 0.9% of its skilled postings against 0.1% across the other five, a difference of 0.0072",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Plotly,0.0072,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Plotly,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-looker,tech_stack,distinctiveness,google:Looker,share of skilled postings against the other five companies pooled,"Google asks for Looker in 11.9% of its skilled postings against 2.0% across the other five, a difference of 0.0984","Benjamini-Hochberg controlled across the whole skill vocabulary; this is the company's own product, so the mention is self-referential",task-06-tables/skill-distinctiveness-google.csv#diff@skill=Looker,0.0984,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Looker,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,self-referential
distinct-assembly,tech_stack,distinctiveness,google:Assembly,share of skilled postings against the other five companies pooled,"Google asks for Assembly in 0.5% of its skilled postings against 0.1% across the other five, a difference of 0.0042",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Assembly,0.0042,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Assembly,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-kotlin,tech_stack,distinctiveness,google:Kotlin,share of skilled postings against the other five companies pooled,"Google asks for Kotlin in 0.5% of its skilled postings against 0.1% across the other five, a difference of 0.0042",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Kotlin,0.0042,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Kotlin,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
