claim_id,question,family,subject,text,blocked_by,reason,what_would_lift_it
distinct-keras,tech_stack,distinctiveness,google:Keras,"Google asks for Keras in 0.9% of its skilled postings against 1.2% across the other five, a difference of -0.0033",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-css,tech_stack,distinctiveness,google:CSS,"Google asks for CSS in 1.2% of its skilled postings against 1.7% across the other five, a difference of -0.0054",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-mysql,tech_stack,distinctiveness,google:MySQL,"Google asks for MySQL in 0.9% of its skilled postings against 1.4% across the other five, a difference of -0.0054",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-typescript,tech_stack,distinctiveness,google:TypeScript,"Google asks for TypeScript in 1.5% of its skilled postings against 2.7% across the other five, a difference of -0.0117",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-angular,tech_stack,distinctiveness,google:Angular,"Google asks for Angular in 0.5% of its skilled postings against 1.0% across the other five, a difference of -0.0050",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-nltk,tech_stack,distinctiveness,google:NLTK,"Google asks for NLTK in 0.0% of its skilled postings against 0.1% across the other five, a difference of -0.0013",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-ruby-on-rails,tech_stack,distinctiveness,google:Ruby on Rails,"Google asks for Ruby on Rails in 0.0% of its skilled postings against 0.1% across the other five, a difference of -0.0013",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-airflow,tech_stack,distinctiveness,google:Airflow,"Google asks for Airflow in 1.9% of its skilled postings against 3.5% across the other five, a difference of -0.0168",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-bash,tech_stack,distinctiveness,google:Bash,"Google asks for Bash in 0.7% of its skilled postings against 1.4% across the other five, a difference of -0.0071",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-jenkins,tech_stack,distinctiveness,google:Jenkins,"Google asks for Jenkins in 1.0% of its skilled postings against 2.0% across the other five, a difference of -0.0101",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-github,tech_stack,distinctiveness,google:GitHub,"Google asks for GitHub in 0.7% of its skilled postings against 1.5% across the other five, a difference of -0.0084",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-openstack,tech_stack,distinctiveness,google:OpenStack,"Google asks for OpenStack in 0.2% of its skilled postings against 0.5% across the other five, a difference of -0.0034",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-data-modelling,tech_stack,distinctiveness,google:Data Modelling,"Google asks for Data Modelling in 0.0% of its skilled postings against 0.2% across the other five, a difference of -0.0017",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-hugging-face,tech_stack,distinctiveness,google:Hugging Face,"Google asks for Hugging Face in 0.0% of its skilled postings against 0.2% across the other five, a difference of -0.0017",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-nlp,tech_stack,distinctiveness,google:NLP,"Google asks for NLP in 0.0% of its skilled postings against 0.2% across the other five, a difference of -0.0017",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-microsoft-outlook,tech_stack,distinctiveness,google:Microsoft Outlook,"Google asks for Microsoft Outlook in 0.5% of its skilled postings against 1.3% across the other five, a difference of -0.0080",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-etl,tech_stack,distinctiveness,google:ETL,"Google asks for ETL in 0.0% of its skilled postings against 0.2% across the other five, a difference of -0.0017",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-sql-server,tech_stack,distinctiveness,google:SQL Server,"Google asks for SQL Server in 0.5% of its skilled postings against 1.4% across the other five, a difference of -0.0088",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-microsoft-word,tech_stack,distinctiveness,google:Microsoft Word,"Google asks for Microsoft Word in 0.5% of its skilled postings against 1.5% across the other five, a difference of -0.0101",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-dot-net,tech_stack,distinctiveness,google:.NET,"Google asks for .NET in 0.0% of its skilled postings against 0.2% across the other five, a difference of -0.0021",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-llm,tech_stack,distinctiveness,google:LLM,"Google asks for LLM in 0.0% of its skilled postings against 0.2% across the other five, a difference of -0.0021",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-elasticsearch,tech_stack,distinctiveness,google:Elasticsearch,"Google asks for Elasticsearch in 0.2% of its skilled postings against 0.8% across the other five, a difference of -0.0063",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-neo4j,tech_stack,distinctiveness,google:Neo4j,"Google asks for Neo4j in 0.0% of its skilled postings against 0.2% across the other five, a difference of -0.0025",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-redis,tech_stack,distinctiveness,google:Redis,"Google asks for Redis in 0.2% of its skilled postings against 0.8% across the other five, a difference of -0.0067",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-ruby,tech_stack,distinctiveness,google:Ruby,"Google asks for Ruby in 0.2% of its skilled postings against 0.9% across the other five, a difference of -0.0072",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-dynamodb,tech_stack,distinctiveness,google:DynamoDB,"Google asks for DynamoDB in 0.0% of its skilled postings against 0.3% across the other five, a difference of -0.0029",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-vba,tech_stack,distinctiveness,google:VBA,"Google asks for VBA in 0.0% of its skilled postings against 0.3% across the other five, a difference of -0.0029",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-spring,tech_stack,distinctiveness,google:Spring,"Google asks for Spring in 0.0% of its skilled postings against 0.3% across the other five, a difference of -0.0034",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-alteryx,tech_stack,distinctiveness,google:Alteryx,"Google asks for Alteryx in 0.0% of its skilled postings against 0.3% across the other five, a difference of -0.0034",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-deep-learning,tech_stack,distinctiveness,google:Deep Learning,"Google asks for Deep Learning in 0.0% of its skilled postings against 0.3% across the other five, a difference of -0.0034",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-confluence,tech_stack,distinctiveness,google:Confluence,"Google asks for Confluence in 0.0% of its skilled postings against 0.3% across the other five, a difference of -0.0034",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-julia,tech_stack,distinctiveness,google:Julia,"Google asks for Julia in 0.0% of its skilled postings against 0.4% across the other five, a difference of -0.0042",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-powerpoint,tech_stack,distinctiveness,google:PowerPoint,"Google asks for PowerPoint in 0.0% of its skilled postings against 0.5% across the other five, a difference of -0.0051",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-gitlab,tech_stack,distinctiveness,google:GitLab,"Google asks for GitLab in 0.0% of its skilled postings against 0.5% across the other five, a difference of -0.0055",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-seaborn,tech_stack,distinctiveness,google:Seaborn,"Google asks for Seaborn in 0.0% of its skilled postings against 0.7% across the other five, a difference of -0.0072",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-generative-ai,tech_stack,distinctiveness,google:Generative AI,"Google asks for Generative AI in 0.0% of its skilled postings against 0.7% across the other five, a difference of -0.0072",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-graphql,tech_stack,distinctiveness,google:GraphQL,"Google asks for GraphQL in 0.0% of its skilled postings against 0.8% across the other five, a difference of -0.0076",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
distinct-powershell,tech_stack,distinctiveness,google:PowerShell,"Google asks for PowerShell in 0.0% of its skilled postings against 0.8% across the other five, a difference of -0.0076",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
forecastable-databricks,future_demand,forecastability,databricks,"Databricks's monthly share series carries 65.7% signal, enough to be worth modelling",identification,too_thin -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
forecastable-microsoft,future_demand,forecastability,microsoft,"Microsoft's monthly share series carries 85.2% signal, enough to be worth modelling",identification,too_thin -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
forecastable-nvidia,future_demand,forecastability,nvidia,"Nvidia's monthly share series carries 61.1% signal, enough to be worth modelling",identification,too_thin -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
forecastable-snowflake,future_demand,forecastability,snowflake,"Snowflake's monthly share series carries 85.6% signal, enough to be worth modelling",identification,too_thin -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
forecast-h1,future_demand,forecast_horizon,google:h1,Google's posting share 1 month ahead can be stated within a band 3.15 times wide,identification,True & False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
forecast-h2,future_demand,forecast_horizon,google:h2,Google's posting share 2 months ahead can be stated within a band 2.19 times wide,identification,True & False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
forecast-h3,future_demand,forecast_horizon,google:h3,Google's posting share 3 months ahead can be stated within a band nan times wide,identification,False & False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
pair-microsoft-nvidia,position,similarity,microsoft|nvidia,"Microsoft and Nvidia have a skill-profile similarity of 0.6769, ranking 3 of 15 pairs",identification,unresolved -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
pair-google-microsoft,position,similarity,google|microsoft,"Google and Microsoft have a skill-profile similarity of 0.6707, ranking 4 of 15 pairs",identification,unresolved -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
pair-meta-microsoft,position,similarity,meta|microsoft,"Meta and Microsoft have a skill-profile similarity of 0.6587, ranking 5 of 15 pairs",identification,unresolved -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
pair-meta-nvidia,position,similarity,meta|nvidia,"Meta and Nvidia have a skill-profile similarity of 0.6569, ranking 6 of 15 pairs",identification,unresolved -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
pair-databricks-microsoft,position,similarity,databricks|microsoft,"Databricks and Microsoft have a skill-profile similarity of 0.6498, ranking 7 of 15 pairs",identification,unresolved -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
pair-microsoft-snowflake,position,similarity,microsoft|snowflake,"Microsoft and Snowflake have a skill-profile similarity of 0.6351, ranking 8 of 15 pairs",identification,unresolved -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
pair-google-snowflake,position,similarity,google|snowflake,"Google and Snowflake have a skill-profile similarity of 0.6160, ranking 9 of 15 pairs",identification,unresolved -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
pair-nvidia-snowflake,position,similarity,nvidia|snowflake,"Nvidia and Snowflake have a skill-profile similarity of 0.5824, ranking 10 of 15 pairs",identification,unresolved -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
pair-databricks-nvidia,position,similarity,databricks|nvidia,"Databricks and Nvidia have a skill-profile similarity of 0.5756, ranking 11 of 15 pairs",identification,unresolved -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
pair-meta-snowflake,position,similarity,meta|snowflake,"Meta and Snowflake have a skill-profile similarity of 0.5666, ranking 12 of 15 pairs",identification,unresolved -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
pair-databricks-snowflake,position,similarity,databricks|snowflake,"Databricks and Snowflake have a skill-profile similarity of 0.5538, ranking 13 of 15 pairs",identification,unresolved -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
pair-databricks-meta,position,similarity,databricks|meta,"Databricks and Meta have a skill-profile similarity of 0.4972, ranking 14 of 15 pairs",identification,unresolved -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
pair-databricks-google,position,similarity,databricks|google,"Databricks and Google have a skill-profile similarity of 0.4961, ranking 15 of 15 pairs",identification,unresolved -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
traj-google-meta,position,trajectory,google|meta,"Google and Meta moved together across 2023, with a monthly log-share correlation of -0.0411",identification,True & False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
traj-databricks-meta,position,trajectory,databricks|meta,"Databricks and Meta moved together across 2023, with a monthly log-share correlation of 0.0720",identification,False & False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
traj-databricks-microsoft,position,trajectory,databricks|microsoft,"Databricks and Microsoft moved together across 2023, with a monthly log-share correlation of 0.3589",identification,False & False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
traj-meta-nvidia,position,trajectory,meta|nvidia,"Meta and Nvidia moved together across 2023, with a monthly log-share correlation of 0.1450",identification,False & False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
traj-databricks-google,position,trajectory,databricks|google,"Databricks and Google moved together across 2023, with a monthly log-share correlation of -0.6365",identification,False & True -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
traj-microsoft-nvidia,position,trajectory,microsoft|nvidia,"Microsoft and Nvidia moved together across 2023, with a monthly log-share correlation of 0.3221",identification,False & False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
traj-databricks-nvidia,position,trajectory,databricks|nvidia,"Databricks and Nvidia moved together across 2023, with a monthly log-share correlation of -0.0081",identification,False & False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
traj-meta-microsoft,position,trajectory,meta|microsoft,"Meta and Microsoft moved together across 2023, with a monthly log-share correlation of -0.3649",identification,False & False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
traj-google-nvidia,position,trajectory,google|nvidia,"Google and Nvidia moved together across 2023, with a monthly log-share correlation of -0.5600",identification,False & False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
traj-google-microsoft,position,trajectory,google|microsoft,"Google and Microsoft moved together across 2023, with a monthly log-share correlation of -0.6681",identification,False & True -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
traj-google-snowflake,position,trajectory,google|snowflake,"Google and Snowflake moved together across 2023, with a monthly log-share correlation of 0.5455",identification,False & False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
traj-databricks-snowflake,position,trajectory,databricks|snowflake,"Databricks and Snowflake moved together across 2023, with a monthly log-share correlation of -0.3161",identification,False & False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
traj-meta-snowflake,position,trajectory,meta|snowflake,"Meta and Snowflake moved together across 2023, with a monthly log-share correlation of -0.5925",identification,False & False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
traj-microsoft-snowflake,position,trajectory,microsoft|snowflake,"Microsoft and Snowflake moved together across 2023, with a monthly log-share correlation of -0.3966",identification,False & False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
traj-nvidia-snowflake,position,trajectory,nvidia|snowflake,"Nvidia and Snowflake moved together across 2023, with a monthly log-share correlation of -0.4785",identification,False & False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
salary-google-databricks-analytics,position,salary_gap,google|databricks:Analytics,"In Analytics roles on via Ai-Jobs.net, Google's median disclosed salary differs from Databricks's by nan",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
salary-google-databricks-engineering,position,salary_gap,google|databricks:Engineering,"In Engineering roles on via Ai-Jobs.net, Google's median disclosed salary differs from Databricks's by nan",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
salary-google-databricks-other,position,salary_gap,google|databricks:Other,"In Other roles on via Ai-Jobs.net, Google's median disclosed salary differs from Databricks's by nan",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
salary-google-databricks-product-program,position,salary_gap,google|databricks:Product / Program,"In Product / Program roles on via Ai-Jobs.net, Google's median disclosed salary differs from Databricks's by nan",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
salary-google-databricks-science-research,position,salary_gap,google|databricks:Science / Research,"In Science / Research roles on via Ai-Jobs.net, Google's median disclosed salary differs from Databricks's by nan",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
salary-google-databricks-technical-sales,position,salary_gap,google|databricks:Technical Sales,"In Technical Sales roles on via Ai-Jobs.net, Google's median disclosed salary differs from Databricks's by nan",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
salary-google-snowflake-analytics,position,salary_gap,google|snowflake:Analytics,"In Analytics roles on via Ai-Jobs.net, Google's median disclosed salary differs from Snowflake's by nan",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
salary-google-snowflake-engineering,position,salary_gap,google|snowflake:Engineering,"In Engineering roles on via Ai-Jobs.net, Google's median disclosed salary differs from Snowflake's by nan",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
salary-google-snowflake-other,position,salary_gap,google|snowflake:Other,"In Other roles on via Ai-Jobs.net, Google's median disclosed salary differs from Snowflake's by nan",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
salary-google-snowflake-science-research,position,salary_gap,google|snowflake:Science / Research,"In Science / Research roles on via Ai-Jobs.net, Google's median disclosed salary differs from Snowflake's by 0",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
salary-google-meta-analytics,position,salary_gap,google|meta:Analytics,"In Analytics roles on via Ladders, Google's median disclosed salary differs from Meta's by nan",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
salary-google-meta-engineering,position,salary_gap,google|meta:Engineering,"In Engineering roles on via Ladders, Google's median disclosed salary differs from Meta's by nan",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
salary-google-meta-other,position,salary_gap,google|meta:Other,"In Other roles on via Ladders, Google's median disclosed salary differs from Meta's by nan",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
salary-google-meta-science-research,position,salary_gap,google|meta:Science / Research,"In Science / Research roles on via Ladders, Google's median disclosed salary differs from Meta's by -25000",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
salary-google-meta-technical-sales,position,salary_gap,google|meta:Technical Sales,"In Technical Sales roles on via Ladders, Google's median disclosed salary differs from Meta's by nan",identification,False -> refused,"more months, more publishers, or a stratum with enough support to settle the upstream verdict"
tempting-looker,skill_demand,tempting,google:Looker,"Looker is emerging at Google, rising to 0.1382 of its skilled postings",evidence,"text says up, task-05-tables/skill-stratified-verdicts.csv records down in verdict",recompute or commit the table the sentence cites
tempting-forecast,future_demand,tempting,google,"Google's share of the panel is expected to reach 0.2335 in 2024, based on the selected model",lint,forecast (task-07 §8),the construction is unavailable at any sample size; rewrite the claim around what is measured
tempting-convergence,position,tempting,google|meta,"Google and Meta are converging on a single hiring profile, at a similarity of 0.9174",lint,convergence (task-08 §8),the construction is unavailable at any sample size; rewrite the claim around what is measured
tempting-level,hiring_patterns,tempting,google|snowflake,"Google posts more jobs than Snowflake, at 0.2403 of the common panel",lint,cross_company_level (task-06 §1.3),the construction is unavailable at any sample size; rewrite the claim around what is measured
tempting-seasonal,hiring_patterns,tempting,google:february,"Google's February dip is a seasonal pattern, 22 postings against a January baseline",lint,seasonal (task-05 §6),the construction is unavailable at any sample size; rewrite the claim around what is measured
tempting-strategy,hiring_patterns,tempting,google:Sales,Sales rose to 0.0531 of postings because Google made a deliberate shift towards commercial roles,lint,causal_strategy (task-05 §1),the construction is unavailable at any sample size; rewrite the claim around what is measured
tempting-product,tech_stack,tempting,google:Vertex AI,"Google's hiring points to a new product, with BigQuery in 0.1051 of its skilled postings",lint,product_launch (task-09 §5),the construction is unavailable at any sample size; rewrite the claim around what is measured
tempting-headcount,hiring_patterns,tempting,google,"Google's headcount grew over 2023, with 0.2403 of the common panel in H2",lint,unmeasured_construct (task-02 scope),the construction is unavailable at any sample size; rewrite the claim around what is measured
tempting-country,hiring_patterns,tempting,google:Singapore,"Google is shifting hiring towards Singapore, now 0.1210 of its postings",lint,country_split (task-05 §9),the construction is unavailable at any sample size; rewrite the claim around what is measured
tempting-share-of-all,skill_demand,tempting,google:Python,Python appears in 0.6029 share of all postings at Google,lint,bare_share_of_all (task-04 §7),the construction is unavailable at any sample size; rewrite the claim around what is measured
